Date,Collected?,Depth_type,Depth_(cm),# Victorian Alpine Resorts - Daily Snow Depth Records - Lake Mountain 1993-2023. CC-BY Alpine Resorts Victoria
24/8/2011,Yes,Natural,0,
25/8/2011,Yes,Natural,0,
26/8/2011,Yes,Natural,0,
27/8/2011,Yes,Natural,0,
28/8/2011,Yes,Natural,0,
29/8/2011,Yes,Natural,0,
30/8/2011,Yes,Natural,0,
31/8/2011,Yes,Natural,0,
1/9/2011,Yes,Natural,0,
2/9/2011,Yes,Natural,0,
3/9/2011,Yes,Natural,0,
4/9/2011,Yes,Natural,0,
5/9/2011,Yes,Natural,0,
6/9/2011,Yes,Natural,0,
7/9/2011,Yes,Natural,0,
8/9/2011,Yes,Natural,0,
9/9/2011,Yes,Natural,0,
10/9/2011,Yes,Natural,12,
11/9/2011,Yes,Natural,8,
12/9/2011,Yes,Natural,8,
13/9/2011,Yes,Natural,0,
14/9/2011,Yes,Natural,0,
15/9/2011,Yes,Natural,0,
16/9/2011,Yes,Natural,0,
17/9/2011,Yes,Natural,0,
18/9/2011,Yes,Natural,0,
19/9/2011,Yes,Natural,0,
20/9/2011,Yes,Natural,10,
21/9/2011,Yes,Natural,0,
22/9/2011,Yes,Natural,0,
23/9/2011,Yes,Natural,0,
24/9/2011,Yes,Natural,0,
25/9/2011,Yes,Natural,0,
26/9/2011,Yes,Natural,0,
27/9/2011,Yes,Natural,0,
28/9/2011,Yes,Natural,0,
29/9/2011,Yes,Natural,0,
30/9/2011,Yes,Natural,4,
1/10/2011,Yes,Natural,5,
2/10/2011,Yes,Natural,0,
3/10/2011,No,,,
4/10/2011,No,,,
5/10/2011,No,,,
6/10/2011,No,,,
7/10/2011,No,,,
8/10/2011,No,,,
9/10/2011,No,,,
5/6/2011,No,,,
6/6/2011,No,,,
7/6/2011,No,,,
8/6/2011,No,,,
9/6/2011,No,,,
10/6/2011,No,,,
11/6/2011,Yes,Snow-making Average,20+,
12/6/2011,Yes,Snow-making Average,15+,
13/6/2011,Yes,Snow-making Average,15+,
14/6/2011,Yes,Snow-making Average,15+,
15/6/2011,Yes,Snow-making Average,15+,
16/6/2011,Yes,Snow-making Average,15+,
17/6/2011,Yes,Snow-making Average,15+,
18/6/2011,Yes,Snow-making Average,15+,
19/6/2011,Yes,Snow-making Average,15+,
20/6/2011,Yes,Snow-making Average,15+,
21/6/2011,Yes,Snow-making Average,15+,
22/6/2011,Yes,Snow-making Average,30+,
23/6/2011,Yes,Snow-making Average,30+,
24/6/2011,Yes,Snow-making Average,30+,
25/6/2011,Yes,Snow-making Average,30+,
26/6/2011,Yes,Snow-making Average,30+,
27/6/2011,Yes,Snow-making Average,30+,
28/6/2011,Yes,Snow-making Average,30+,
29/6/2011,Yes,Snow-making Average,30+,
30/6/2011,Yes,Snow-making Average,30+,
1/7/2011,Yes,Snow-making Average,30+,
2/7/2011,Yes,Snow-making Average,30+,
3/7/2011,Yes,Snow-making Average,45+,
4/7/2011,Yes,Snow-making Average,45+,
5/7/2011,Yes,Snow-making Average,45+,
6/7/2011,Yes,Snow-making Average,50+,
7/7/2011,Yes,Snow-making Average,50+,
8/7/2011,Yes,Snow-making Average,55+,
9/7/2011,Yes,Snow-making Average,55+,
10/7/2011,Yes,Snow-making Average,55+,
11/7/2011,Yes,Snow-making Average,55+,
12/7/2011,Yes,Snow-making Average,55+,
13/7/2011,Yes,Snow-making Average,35+,
14/7/2011,Yes,Snow-making Average,55+,
15/7/2011,Yes,Snow-making Average,55+,
16/7/2011,Yes,Snow-making Average,55+,
17/7/2011,Yes,Snow-making Average,55+,
18/7/2011,Yes,Snow-making Average,55+,
19/7/2011,Yes,Snow-making Average,55+,
20/7/2011,Yes,Snow-making Average,55+,
21/7/2011,Yes,Snow-making Average,50+,
22/7/2011,Yes,Snow-making Average,50+,
23/7/2011,Yes,Snow-making Average,50+,
24/7/2011,Yes,Snow-making Average,50+,
25/7/2011,Yes,Snow-making Average,50+,
26/7/2011,Yes,Snow-making Average,50+,
27/7/2011,Yes,Snow-making Average,50+,
28/7/2011,Yes,Snow-making Average,50+,
29/7/2011,Yes,Snow-making Average,50+,
30/7/2011,Yes,Snow-making Average,55+,
31/7/2011,Yes,Snow-making Average,55+,
1/8/2011,Yes,Snow-making Average,50+,
2/8/2011,Yes,Snow-making Average,30+,
3/8/2011,Yes,Snow-making Average,30+,
4/8/2011,Yes,Snow-making Average,30+,
5/8/2011,Yes,Snow-making Average,30+,
6/8/2011,Yes,Snow-making Average,30+,
7/8/2011,Yes,Snow-making Average,0+,
8/8/2011,Yes,Snow-making Average,0,
9/8/2011,Yes,Snow-making Average,0,
10/8/2011,Yes,Snow-making Average,0,
11/8/2011,Yes,Snow-making Average,0,
12/8/2011,Yes,Snow-making Average,15,
13/8/2011,Yes,Snow-making Average,20,
14/8/2011,Yes,Snow-making Average,20,
15/8/2011,Yes,Snow-making Average,20,
16/8/2011,Yes,Snow-making Average,20,
17/8/2011,Yes,Snow-making Average,20,
18/8/2011,Yes,Snow-making Average,20,
19/8/2011,Yes,Snow-making Average,20,
20/8/2011,Yes,Snow-making Average,10+,
21/8/2011,Yes,Snow-making Average,0,
22/8/2011,Yes,Snow-making Average,0,
23/8/2011,Yes,Snow-making Average,0,
24/8/2011,Yes,Snow-making Average,0,
25/8/2011,Yes,Snow-making Average,0,
26/8/2011,Yes,Snow-making Average,0,
27/8/2011,Yes,Snow-making Average,0,
28/8/2011,Yes,Snow-making Average,0,
29/8/2011,Yes,Snow-making Average,0,
30/8/2011,Yes,Snow-making Average,0,
31/8/2011,Yes,Snow-making Average,0,
1/9/2011,Yes,Snow-making Average,0,
2/9/2011,Yes,Snow-making Average,0,
3/9/2011,Yes,Snow-making Average,0,
4/9/2011,Yes,Snow-making Average,0,
5/9/2011,Yes,Snow-making Average,0,
6/9/2011,Yes,Snow-making Average,0,
7/9/2011,Yes,Snow-making Average,0,
8/9/2011,Yes,Snow-making Average,0,
9/9/2011,Yes,Snow-making Average,0,
10/9/2011,Yes,Snow-making Average,12,
11/9/2011,Yes,Snow-making Average,8,
12/9/2011,Yes,Snow-making Average,8,
13/9/2011,Yes,Snow-making Average,0,
14/9/2011,Yes,Snow-making Average,0,
15/9/2011,Yes,Snow-making Average,0,
16/9/2011,Yes,Snow-making Average,0,
17/9/2011,Yes,Snow-making Average,0,
18/9/2011,Yes,Snow-making Average,0,
19/9/2011,Yes,Snow-making Average,0,
20/9/2011,Yes,Snow-making Average,10,
21/9/2011,Yes,Snow-making Average,0,
22/9/2011,Yes,Snow-making Average,0,
23/9/2011,Yes,Snow-making Average,0,
24/9/2011,Yes,Snow-making Average,0,
25/9/2011,Yes,Snow-making Average,0,
26/9/2011,Yes,Snow-making Average,0,
27/9/2011,Yes,Snow-making Average,0,
28/9/2011,Yes,Snow-making Average,0,
29/9/2011,Yes,Snow-making Average,0,
30/9/2011,Yes,Snow-making Average,0,
1/10/2011,Yes,Snow-making Average,0,
2/10/2011,Yes,Snow-making Average,0,
3/10/2011,No,,,
4/10/2011,No,,,
5/10/2011,No,,,
6/10/2011,No,,,
7/10/2011,No,,,
8/10/2011,No,,,
9/10/2011,No,,,
5/6/2012,No,,,
6/6/2012,No,,,
7/6/2012,No,,,
8/6/2012,No,,,
9/6/2012,Yes,Natural,0,
10/6/2012,Yes,Natural,0,
11/6/2012,Yes,Natural,0,
12/6/2012,Yes,Natural,0,
13/6/2012,Yes,Natural,0,
14/6/2012,Yes,Natural,0,
15/6/2012,Yes,Natural,0,
16/6/2012,Yes,Natural,0,
17/6/2012,Yes,Natural,0,
18/6/2012,Yes,Natural,0,
19/6/2012,Yes,Natural,0,
20/6/2012,Yes,Natural,0,
21/6/2012,Yes,Natural,0,
22/6/2012,Yes,Natural,0,
23/6/2012,Yes,Natural,10,
24/6/2012,Yes,Natural,10,
25/6/2012,Yes,Natural,10,
26/6/2012,Yes,Natural,8,
27/6/2012,Yes,Natural,8,
28/6/2012,Yes,Natural,8,
29/6/2012,Yes,Natural,8,
30/6/2012,Yes,Natural,0,
1/7/2012,Yes,Natural,8,
2/7/2012,Yes,Natural,20,
3/7/2012,Yes,Natural,20,
4/7/2012,Yes,Natural,20,
5/7/2012,Yes,Natural,20,
6/7/2012,Yes,Natural,20,
7/7/2012,Yes,Natural,19,
8/7/2012,Yes,Natural,18,
9/7/2012,Yes,Natural,12,
10/7/2012,Yes,Natural,12,
11/7/2012,Yes,Natural,10,
12/7/2012,Yes,Natural,10,
13/7/2012,Yes,Natural,8,
14/7/2012,Yes,Natural,8,
15/7/2012,Yes,Natural,2,
16/7/2012,Yes,Natural,8,
17/7/2012,Yes,Natural,6,
18/7/2012,Yes,Natural,4,
19/7/2012,Yes,Natural,4,
20/7/2012,Yes,Natural,4,
21/7/2012,Yes,Natural,4,
22/7/2012,Yes,Natural,0,
23/7/2012,Yes,Natural,0,
24/7/2012,Yes,Natural,0,
25/7/2012,Yes,Natural,0,
26/7/2012,Yes,Natural,0,
27/7/2012,Yes,Natural,0,
28/7/2012,Yes,Natural,0,
29/7/2012,Yes,Natural,0,
30/7/2012,Yes,Natural,0,
31/7/2012,Yes,Natural,0,
1/8/2012,Yes,Natural,0,
2/8/2012,Yes,Natural,0,
3/8/2012,Yes,Natural,3,
4/8/2012,Yes,Natural,0,
5/8/2012,Yes,Natural,0,
6/8/2012,Yes,Natural,0,
7/8/2012,Yes,Natural,4,
8/8/2012,Yes,Natural,4,
9/8/2012,Yes,Natural,4,
10/8/2012,Yes,Natural,15,
11/8/2012,Yes,Natural,15,
12/8/2012,Yes,Natural,15,
13/8/2012,Yes,Natural,10,
14/8/2012,Yes,Natural,10,
15/8/2012,Yes,Natural,10,
16/8/2012,Yes,Natural,10,
17/8/2012,Yes,Natural,15,
18/8/2012,Yes,Natural,25,
19/8/2012,Yes,Natural,20,
20/8/2012,Yes,Natural,20,
21/8/2012,Yes,Natural,15,
22/8/2012,Yes,Natural,15,
23/8/2012,Yes,Natural,10,
24/8/2012,Yes,Natural,12,
25/8/2012,Yes,Natural,12,
26/8/2012,Yes,Natural,15,
27/8/2012,Yes,Natural,15,
28/8/2012,Yes,Natural,10,
29/8/2012,Yes,Natural,10,
30/8/2012,Yes,Natural,10,
31/8/2012,Yes,Natural,20,
1/9/2012,Yes,Natural,30,
2/9/2012,Yes,Natural,30,
3/9/2012,Yes,Natural,27,
4/9/2012,Yes,Natural,25,
5/9/2012,Yes,Natural,20,
6/9/2012,Yes,Natural,20,
7/9/2012,Yes,Natural,23,
8/9/2012,Yes,Natural,26,
9/9/2012,Yes,Natural,23,
10/9/2012,Yes,Natural,20,
11/9/2012,Yes,Natural,15,
12/9/2012,Yes,Natural,12,
13/9/2012,Yes,Natural,10,
14/9/2012,Yes,Natural,10,
15/9/2012,Yes,Natural,8,
16/9/2012,Yes,Natural,8,
17/9/2012,Yes,Natural,0,
18/9/2012,Yes,Natural,0,
19/9/2012,Yes,Natural,0,
20/9/2012,Yes,Natural,0,
21/9/2012,Yes,Natural,0,
22/9/2012,Yes,Natural,0,
23/9/2012,Yes,Natural,0,
24/9/2012,Yes,Natural,0,
25/9/2012,Yes,Natural,0,
26/9/2012,Yes,Natural,0,
27/9/2012,Yes,Natural,0,
28/9/2012,Yes,Natural,0,
29/9/2012,Yes,Natural,0,
30/9/2012,Yes,Natural,0,
1/10/2012,Yes,Natural,0,
2/10/2012,Yes,Natural,0,
3/10/2012,Yes,Natural,0,
4/10/2012,Yes,Natural,0,
5/10/2012,Yes,Natural,0,
6/10/2012,Yes,Natural,0,
7/10/2012,Yes,Natural,0,
8/10/2012,No,,,
9/10/2012,No,,,
5/6/2012,No,,,
6/6/2012,No,,,
7/6/2012,No,,,
8/6/2012,No,,,
9/6/2012,Yes,Snow-making Average,0,
10/6/2012,Yes,Snow-making Average,0,
11/6/2012,Yes,Snow-making Average,0,
12/6/2012,Yes,Snow-making Average,0,
13/6/2012,Yes,Snow-making Average,0,
14/6/2012,Yes,Snow-making Average,0,
15/6/2012,Yes,Snow-making Average,0,
16/6/2012,Yes,Snow-making Average,0,
17/6/2012,Yes,Snow-making Average,0,
18/6/2012,Yes,Snow-making Average,0,
19/6/2012,Yes,Snow-making Average,0,
20/6/2012,Yes,Snow-making Average,0,
21/6/2012,Yes,Snow-making Average,30,
22/6/2012,Yes,Snow-making Average,30,
23/6/2012,Yes,Snow-making Average,35,
24/6/2012,Yes,Snow-making Average,35,
25/6/2012,Yes,Snow-making Average,35,
26/6/2012,Yes,Snow-making Average,30+,
27/6/2012,Yes,Snow-making Average,30+,
28/6/2012,Yes,Snow-making Average,30+,
29/6/2012,Yes,Snow-making Average,30+,
30/6/2012,Yes,Snow-making Average,30+,
1/7/2012,Yes,Snow-making Average,35+,
2/7/2012,Yes,Snow-making Average,40+,
3/7/2012,Yes,Snow-making Average,40+,
4/7/2012,Yes,Snow-making Average,30+,
5/7/2012,Yes,Snow-making Average,30+,
6/7/2012,Yes,Snow-making Average,30+,
7/7/2012,Yes,Snow-making Average,30+,
8/7/2012,Yes,Snow-making Average,29+,
9/7/2012,Yes,Snow-making Average,25+,
10/7/2012,Yes,Snow-making Average,25+,
11/7/2012,Yes,Snow-making Average,20+,
12/7/2012,Yes,Snow-making Average,20+,
13/7/2012,Yes,Snow-making Average,20+,
14/7/2012,Yes,Snow-making Average,20+,
15/7/2012,Yes,Snow-making Average,20+,
16/7/2012,Yes,Snow-making Average,20+,
17/7/2012,Yes,Snow-making Average,20+,
18/7/2012,Yes,Snow-making Average,20+,
19/7/2012,Yes,Snow-making Average,20+,
20/7/2012,Yes,Snow-making Average,20+,
21/7/2012,Yes,Snow-making Average,20+,
22/7/2012,Yes,Snow-making Average,20+,
23/7/2012,Yes,Snow-making Average,20+,
24/7/2012,Yes,Snow-making Average,20+,
25/7/2012,Yes,Snow-making Average,25+,
26/7/2012,Yes,Snow-making Average,25+,
27/7/2012,Yes,Snow-making Average,25+,
28/7/2012,Yes,Snow-making Average,25+,
29/7/2012,Yes,Snow-making Average,25+,
30/7/2012,Yes,Snow-making Average,25+,
31/7/2012,Yes,Snow-making Average,30+,
1/8/2012,Yes,Snow-making Average,30+,
2/8/2012,Yes,Snow-making Average,30+,
3/8/2012,Yes,Snow-making Average,30+,
4/8/2012,Yes,Snow-making Average,30+,
5/8/2012,Yes,Snow-making Average,30+,
6/8/2012,Yes,Snow-making Average,35+,
7/8/2012,Yes,Snow-making Average,35+,
8/8/2012,Yes,Snow-making Average,35+,
9/8/2012,Yes,Snow-making Average,35+,
10/8/2012,Yes,Snow-making Average,45+,
11/8/2012,Yes,Snow-making Average,45+,
12/8/2012,Yes,Snow-making Average,45+,
13/8/2012,Yes,Snow-making Average,35+,
14/8/2012,Yes,Snow-making Average,45+,
15/8/2012,Yes,Snow-making Average,45+,
16/8/2012,Yes,Snow-making Average,45+,
17/8/2012,Yes,Snow-making Average,49+,
18/8/2012,Yes,Snow-making Average,49+,
19/8/2012,Yes,Snow-making Average,49+,
20/8/2012,Yes,Snow-making Average,49+,
21/8/2012,Yes,Snow-making Average,50+,
22/8/2012,Yes,Snow-making Average,45+,
23/8/2012,Yes,Snow-making Average,45+,
24/8/2012,Yes,Snow-making Average,50+,
25/8/2012,Yes,Snow-making Average,50+,
26/8/2012,Yes,Snow-making Average,50+,
27/8/2012,Yes,Snow-making Average,45+,
28/8/2012,Yes,Snow-making Average,45+,
29/8/2012,Yes,Snow-making Average,45+,
30/8/2012,Yes,Snow-making Average,45+,
31/8/2012,Yes,Snow-making Average,55+,
1/9/2012,Yes,Snow-making Average,60+,
2/9/2012,Yes,Snow-making Average,60+,
3/9/2012,Yes,Snow-making Average,60+,
4/9/2012,Yes,Snow-making Average,50+,
5/9/2012,Yes,Snow-making Average,50+,
6/9/2012,Yes,Snow-making Average,45+,
7/9/2012,Yes,Snow-making Average,45+,
8/9/2012,Yes,Snow-making Average,45+,
9/9/2012,Yes,Snow-making Average,45+,
10/9/2012,Yes,Snow-making Average,45+,
11/9/2012,Yes,Snow-making Average,45+,
12/9/2012,Yes,Snow-making Average,42+,
13/9/2012,Yes,Snow-making Average,40+,
14/9/2012,Yes,Snow-making Average,35+,
15/9/2012,Yes,Snow-making Average,35+,
16/9/2012,Yes,Snow-making Average,30+,
17/9/2012,Yes,Snow-making Average,0+,
18/9/2012,Yes,Snow-making Average,0+,
19/9/2012,Yes,Snow-making Average,0+,
20/9/2012,Yes,Snow-making Average,0+,
21/9/2012,Yes,Snow-making Average,0+,
22/9/2012,Yes,Snow-making Average,0+,
23/9/2012,Yes,Snow-making Average,0+,
24/9/2012,Yes,Snow-making Average,0+,
25/9/2012,Yes,Snow-making Average,0+,
26/9/2012,Yes,Snow-making Average,0+,
27/9/2012,Yes,Snow-making Average,0+,
28/9/2012,Yes,Snow-making Average,0+,
29/9/2012,Yes,Snow-making Average,0+,
30/9/2012,Yes,Snow-making Average,0+,
1/10/2012,Yes,Snow-making Average,0+,
2/10/2012,Yes,Snow-making Average,0+,
3/10/2012,Yes,Snow-making Average,0+,
4/10/2012,Yes,Snow-making Average,0+,
5/10/2012,Yes,Snow-making Average,0+,
6/10/2012,Yes,Snow-making Average,0+,
7/10/2012,Yes,Snow-making Average,0+,
8/10/2012,No,,,
9/10/2012,No,,,
5/6/2013,No,,,
6/6/2013,No,,,
7/6/2013,No,,,
8/6/2013,No,,,
9/6/2013,No,,,
10/6/2013,No,,,
11/6/2013,No,,,
12/6/2013,No,,,
13/6/2013,No,,,
14/6/2013,No,,,
15/6/2013,No,,,
16/6/2013,No,,,
17/6/2013,No,,,
18/6/2013,No,,,
19/6/2013,No,,,
20/6/2013,No,,,
21/6/2013,No,,,
22/6/2013,No,,,
23/6/2013,No,,,
24/6/2013,No,,,
25/6/2013,No,,,
26/6/2013,No,,,
27/6/2013,Yes,Natural,0,
28/6/2013,Yes,Natural,0,
29/6/2013,Yes,Natural,0,
30/6/2013,Yes,Natural,0,
1/7/2013,Yes,Natural,0,
2/7/2013,Yes,Natural,0,
3/7/2013,Yes,Natural,0,
4/7/2013,Yes,Natural,0,
5/7/2013,Yes,Natural,0,
6/7/2013,Yes,Natural,0,
7/7/2013,Yes,Natural,1,
8/7/2013,Yes,Natural,1,
9/7/2013,Yes,Natural,1,
10/7/2013,Yes,Natural,1,
11/7/2013,Yes,Natural,1,
12/7/2013,Yes,Natural,0,
13/7/2013,Yes,Natural,1,
14/7/2013,Yes,Natural,1,
15/7/2013,Yes,Natural,0,
16/7/2013,Yes,Natural,0,
17/7/2013,Yes,Natural,0,
18/7/2013,Yes,Natural,0,
19/7/2013,Yes,Natural,0,
20/7/2013,Yes,Natural,0,
21/7/2013,Yes,Natural,0,
22/7/2013,Yes,Natural,30,
23/7/2013,Yes,Natural,32,
24/7/2013,Yes,Natural,32,
25/7/2013,Yes,Natural,20,
26/7/2013,Yes,Natural,20,
27/7/2013,Yes,Natural,10,
28/7/2013,Yes,Natural,10,
29/7/2013,Yes,Natural,5,
30/7/2013,Yes,Natural,3,
31/7/2013,Yes,Natural,0,
1/8/2013,Yes,Natural,0,
2/8/2013,Yes,Natural,0,
3/8/2013,Yes,Natural,5,
4/8/2013,Yes,Natural,5,
5/8/2013,Yes,Natural,10,
6/8/2013,Yes,Natural,3,
7/8/2013,Yes,Natural,0,
8/8/2013,Yes,Natural,16,
9/8/2013,Yes,Natural,16,
10/8/2013,Yes,Natural,10,
11/8/2013,Yes,Natural,5,
12/8/2013,Yes,Natural,0,
13/8/2013,Yes,Natural,27,
14/8/2013,Yes,Natural,2,
15/8/2013,Yes,Natural,2,
16/8/2013,Yes,Natural,2,
17/8/2013,Yes,Natural,2,
18/8/2013,Yes,Natural,2,
19/8/2013,Yes,Natural,5,
20/8/2013,Yes,Natural,13,
21/8/2013,Yes,Natural,13,
22/8/2013,Yes,Natural,22,
23/8/2013,Yes,Natural,30,
24/8/2013,Yes,Natural,25,
25/8/2013,Yes,Natural,25,
26/8/2013,Yes,Natural,10,
27/8/2013,Yes,Natural,2,
28/8/2013,Yes,Natural,2,
29/8/2013,Yes,Natural,2,
30/8/2013,Yes,Natural,2,
31/8/2013,Yes,Natural,0,
1/9/2013,Yes,Natural,0,
2/9/2013,Yes,Natural,0,
3/9/2013,Yes,Natural,0,
4/9/2013,Yes,Natural,0,
5/9/2013,Yes,Natural,0,
6/9/2013,Yes,Natural,0,
7/9/2013,Yes,Natural,0,
8/9/2013,Yes,Natural,0,
9/9/2013,Yes,Natural,0,
10/9/2013,Yes,Natural,0,
11/9/2013,Yes,Natural,0,
12/9/2013,Yes,Natural,0,
13/9/2013,Yes,Natural,0,
14/9/2013,Yes,Natural,0,
15/9/2013,Yes,Natural,0,
16/9/2013,Yes,Natural,0,
17/9/2013,Yes,Natural,0,
18/9/2013,Yes,Natural,0,
19/9/2013,Yes,Natural,0,
20/9/2013,Yes,Natural,0,
21/9/2013,Yes,Natural,0,
22/9/2013,Yes,Natural,0,
23/9/2013,No,,,
24/9/2013,No,,,
25/9/2013,No,,,
26/9/2013,No,,,
27/9/2013,No,,,
28/9/2013,No,,,
29/9/2013,No,,,
30/9/2013,No,,,
1/10/2013,No,,,
2/10/2013,No,,,
3/10/2013,No,,,
4/10/2013,No,,,
5/10/2013,No,,,
6/10/2013,No,,,
7/10/2013,No,,,
8/10/2013,No,,,
9/10/2013,No,,,
5/6/2013,No,,,
6/6/2013,No,,,
7/6/2013,No,,,
8/6/2013,No,,,
9/6/2013,No,,,
10/6/2013,No,,,
11/6/2013,No,,,
12/6/2013,No,,,
13/6/2013,No,,,
14/6/2013,No,,,
15/6/2013,No,,,
16/6/2013,No,,,
17/6/2013,No,,,
18/6/2013,No,,,
19/6/2013,No,,,
20/6/2013,No,,,
21/6/2013,No,,,
22/6/2013,No,,,
23/6/2013,No,,,
24/6/2013,No,,,
25/6/2013,No,,,
26/6/2013,No,,,
27/6/2013,Yes,Snow-making Average,35,
28/6/2013,Yes,Snow-making Average,35,
29/6/2013,Yes,Snow-making Average,35,
30/6/2013,Yes,Snow-making Average,35,
1/7/2013,Yes,Snow-making Average,30,
2/7/2013,Yes,Snow-making Average,30,
3/7/2013,Yes,Snow-making Average,30,
4/7/2013,Yes,Snow-making Average,30,
5/7/2013,Yes,Snow-making Average,30,
6/7/2013,Yes,Snow-making Average,30,
7/7/2013,Yes,Snow-making Average,30,
8/7/2013,Yes,Snow-making Average,30,
9/7/2013,Yes,Snow-making Average,30,
10/7/2013,Yes,Snow-making Average,30,
11/7/2013,Yes,Snow-making Average,30,
12/7/2013,Yes,Snow-making Average,30,
13/7/2013,Yes,Snow-making Average,30,
14/7/2013,Yes,Snow-making Average,30,
15/7/2013,Yes,Snow-making Average,30,
16/7/2013,Yes,Snow-making Average,30,
17/7/2013,Yes,Snow-making Average,30,
18/7/2013,Yes,Snow-making Average,30,
19/7/2013,Yes,Snow-making Average,30,
20/7/2013,Yes,Snow-making Average,30,
21/7/2013,Yes,Snow-making Average,30,
22/7/2013,Yes,Snow-making Average,45,
23/7/2013,Yes,Snow-making Average,45,
24/7/2013,Yes,Snow-making Average,32+,
25/7/2013,Yes,Snow-making Average,45,
26/7/2013,Yes,Snow-making Average,45,
27/7/2013,Yes,Snow-making Average,35,
28/7/2013,Yes,Snow-making Average,35,
29/7/2013,Yes,Snow-making Average,30,
30/7/2013,Yes,Snow-making Average,30,
31/7/2013,Yes,Snow-making Average,30,
1/8/2013,Yes,Snow-making Average,30,
2/8/2013,Yes,Snow-making Average,30,
3/8/2013,Yes,Snow-making Average,35,
4/8/2013,Yes,Snow-making Average,35,
5/8/2013,Yes,Snow-making Average,35,
6/8/2013,Yes,Snow-making Average,35,
7/8/2013,Yes,Snow-making Average,35,
8/8/2013,Yes,Snow-making Average,45,
9/8/2013,Yes,Snow-making Average,45,
10/8/2013,Yes,Snow-making Average,45,
11/8/2013,Yes,Snow-making Average,30,
12/8/2013,Yes,Snow-making Average,25,
13/8/2013,Yes,Snow-making Average,27+,
14/8/2013,Yes,Snow-making Average,27,
15/8/2013,Yes,Snow-making Average,28,
16/8/2013,Yes,Snow-making Average,28,
17/8/2013,Yes,Snow-making Average,25,
18/8/2013,Yes,Snow-making Average,25,
19/8/2013,Yes,Snow-making Average,35,
20/8/2013,Yes,Snow-making Average,38,
21/8/2013,Yes,Snow-making Average,45,
22/8/2013,Yes,Snow-making Average,45,
23/8/2013,Yes,Snow-making Average,50,
24/8/2013,Yes,Snow-making Average,50,
25/8/2013,Yes,Snow-making Average,50,
26/8/2013,Yes,Snow-making Average,40,
27/8/2013,Yes,Snow-making Average,40,
28/8/2013,Yes,Snow-making Average,40,
29/8/2013,Yes,Snow-making Average,35,
30/8/2013,Yes,Snow-making Average,30,
31/8/2013,Yes,Snow-making Average,30,
1/9/2013,Yes,Snow-making Average,20,
2/9/2013,Yes,Snow-making Average,15,
3/9/2013,Yes,Snow-making Average,0,
4/9/2013,Yes,Snow-making Average,0,
5/9/2013,Yes,Snow-making Average,0,
6/9/2013,Yes,Snow-making Average,0,
7/9/2013,Yes,Snow-making Average,0,
8/9/2013,Yes,Snow-making Average,0,
9/9/2013,Yes,Snow-making Average,0,
10/9/2013,Yes,Snow-making Average,0,
11/9/2013,Yes,Snow-making Average,0,
12/9/2013,Yes,Snow-making Average,0,
13/9/2013,Yes,Snow-making Average,0,
14/9/2013,Yes,Snow-making Average,0,
15/9/2013,Yes,Snow-making Average,0,
16/9/2013,Yes,Snow-making Average,0,
17/9/2013,Yes,Snow-making Average,0,
18/9/2013,Yes,Snow-making Average,0,
19/9/2013,Yes,Snow-making Average,0,
20/9/2013,Yes,Snow-making Average,0,
21/9/2013,Yes,Snow-making Average,0,
22/9/2013,Yes,Snow-making Average,0,
23/9/2013,No,,,
24/9/2013,No,,,
25/9/2013,No,,,
26/9/2013,No,,,
27/9/2013,No,,,
28/9/2013,No,,,
29/9/2013,No,,,
30/9/2013,No,,,
1/10/2013,No,,,
2/10/2013,No,,,
3/10/2013,No,,,
4/10/2013,No,,,
5/10/2013,No,,,
6/10/2013,No,,,
7/10/2013,No,,,
8/10/2013,No,,,
9/10/2013,No,,,
5/6/2014,No,,,
6/6/2014,No,,,
7/6/2014,Yes,Natural,0,
8/6/2014,Yes,Natural,0,
9/6/2014,Yes,Natural,0,
10/6/2014,Yes,Natural,0,
11/6/2014,Yes,Natural,0,
12/6/2014,Yes,Natural,0,
13/6/2014,Yes,Natural,0,
14/6/2014,Yes,Natural,0,
15/6/2014,Yes,Natural,0,
16/6/2014,Yes,Natural,0,
17/6/2014,Yes,Natural,0,
18/6/2014,Yes,Natural,0,
19/6/2014,Yes,Natural,0,
20/6/2014,Yes,Natural,0,
21/6/2014,Yes,Natural,0,
22/6/2014,Yes,Natural,0,
23/6/2014,Yes,Natural,0,
24/6/2014,Yes,Natural,15,
25/6/2014,Yes,Natural,15,
26/6/2014,Yes,Natural,15,
27/6/2014,Yes,Natural,10,
28/6/2014,Yes,Natural,15,
29/6/2014,Yes,Natural,30,
30/6/2014,Yes,Natural,40,
1/7/2014,Yes,Natural,40,
2/7/2014,Yes,Natural,35,
3/7/2014,Yes,Natural,35,
4/7/2014,Yes,Natural,35,
5/7/2014,Yes,Natural,30,
6/7/2014,Yes,Natural,25,
7/7/2014,Yes,Natural,25,
8/7/2014,Yes,Natural,25,
9/7/2014,Yes,Natural,25,
10/7/2014,Yes,Natural,50,
11/7/2014,Yes,Natural,30,
12/7/2014,Yes,Natural,30,
13/7/2014,Yes,Natural,30,
14/7/2014,Yes,Natural,30,
15/7/2014,Yes,Natural,30,
16/7/2014,Yes,Natural,25,
17/7/2014,Yes,Natural,25,
18/7/2014,Yes,Natural,40,
19/7/2014,Yes,Natural,40,
20/7/2014,Yes,Natural,40,
21/7/2014,Yes,Natural,30,
