Date,Collected?,Depth_type,Depth_(cm),,
28/8/2018,Yes,Snow-making Average,168,,
29/8/2018,Yes,Snow-making Average,166,,
30/8/2018,Yes,Snow-making Average,164,,
31/8/2018,Yes,Snow-making Average,163,,
1/9/2018,Yes,Snow-making Average,168,,
2/9/2018,Yes,Snow-making Average,168,,
3/9/2018,Yes,Snow-making Average,165,,
4/9/2018,Yes,Snow-making Average,165,,
5/9/2018,Yes,Snow-making Average,165,,
6/9/2018,Yes,Snow-making Average,161,,
7/9/2018,Yes,Snow-making Average,158,,
8/9/2018,Yes,Snow-making Average,157,,
9/9/2018,Yes,Snow-making Average,153,,
10/9/2018,Yes,Snow-making Average,153,,
11/9/2018,Yes,Snow-making Average,151,,
12/9/2018,Yes,Snow-making Average,147,,
13/9/2018,Yes,Snow-making Average,145,,
14/9/2018,Yes,Snow-making Average,143,,
15/9/2018,Yes,Snow-making Average,141,,
16/9/2018,Yes,Snow-making Average,146,,
17/9/2018,Yes,Snow-making Average,148,,
18/9/2018,Yes,Snow-making Average,148,,
19/9/2018,Yes,Snow-making Average,151,,
20/9/2018,Yes,Snow-making Average,151,,
21/9/2018,Yes,Snow-making Average,151,,
22/9/2018,Yes,Snow-making Average,149,,
23/9/2018,Yes,Snow-making Average,148,,
24/9/2018,Yes,Snow-making Average,147,,
25/9/2018,Yes,Snow-making Average,146,,
26/9/2018,Yes,Snow-making Average,144,,
27/9/2018,Yes,Snow-making Average,142,,
28/9/2018,Yes,Snow-making Average,138,,
29/9/2018,Yes,Snow-making Average,138,,
30/9/2018,Yes,Snow-making Average,138,,
1/10/2018,Yes,Snow-making Average,137,,
2/10/2018,Yes,Snow-making Average,132,,
3/10/2018,Yes,Snow-making Average,126,,
4/10/2018,Yes,Snow-making Average,120,,
5/10/2018,Yes,Snow-making Average,117,,
6/10/2018,Yes,Snow-making Average,115,,
7/10/2018,Yes,Snow-making Average,110,,
8/10/2018,No,,,,
5/6/2019,Yes,Natural,33,,
6/6/2019,Yes,Natural,33,,
7/6/2019,Yes,Natural,32,,
8/6/2019,Yes,Natural,30,,
9/6/2019,Yes,Natural,28,,
10/6/2019,Yes,Natural,13,,
11/6/2019,Yes,Natural,9,,
12/6/2019,Yes,Natural,4,,
13/6/2019,Yes,Natural,0,,
14/6/2019,Yes,Natural,0,,
15/6/2019,Yes,Natural,0,,
16/6/2019,Yes,Natural,0,,
17/6/2019,Yes,Natural,0,,
18/6/2019,Yes,Natural,0,,
19/6/2019,Yes,Natural,9,,
20/6/2019,Yes,Natural,9,,
21/6/2019,Yes,Natural,10,,
22/6/2019,Yes,Natural,10,,
23/6/2019,Yes,Natural,10,,
24/6/2019,Yes,Natural,10,,
25/6/2019,Yes,Natural,10,,
26/6/2019,Yes,Natural,9,,
27/6/2019,Yes,Natural,8,,
28/6/2019,Yes,Natural,4,,
29/6/2019,Yes,Natural,0,,
30/6/2019,Yes,Natural,5,,
1/7/2019,Yes,Natural,2,,
2/7/2019,Yes,Natural,2,,
3/7/2019,Yes,Natural,2,,
4/7/2019,Yes,Natural,2,,
5/7/2019,Yes,Natural,2,,
6/7/2019,Yes,Natural,2,,
7/7/2019,Yes,Natural,0,,
8/7/2019,Yes,Natural,0,,
9/7/2019,Yes,Natural,0,,
10/7/2019,Yes,Natural,3,,
11/7/2019,Yes,Natural,14,,
12/7/2019,Yes,Natural,20,,
13/7/2019,Yes,Natural,30,,
14/7/2019,Yes,Natural,40,,
15/7/2019,Yes,Natural,51,,
16/7/2019,Yes,Natural,44,,
17/7/2019,Yes,Natural,41,,
18/7/2019,Yes,Natural,42,,
19/7/2019,Yes,Natural,44,,
20/7/2019,Yes,Natural,44,,
21/7/2019,Yes,Natural,42,,
22/7/2019,Yes,Natural,40,,
23/7/2019,Yes,Natural,40,,
24/7/2019,Yes,Natural,46,,
25/7/2019,Yes,Natural,46,,
26/7/2019,Yes,Natural,45,,
27/7/2019,Yes,Natural,43,,
28/7/2019,Yes,Natural,42,,
29/7/2019,Yes,Natural,40,,
30/7/2019,Yes,Natural,39,,
31/7/2019,Yes,Natural,39,,
1/8/2019,Yes,Natural,38,,
2/8/2019,Yes,Natural,38,,
3/8/2019,Yes,Natural,38,,
4/8/2019,Yes,Natural,38,,
5/8/2019,Yes,Natural,37,,
6/8/2019,Yes,Natural,36,,
7/8/2019,Yes,Natural,36,,
8/8/2019,Yes,Natural,41,,
9/8/2019,Yes,Natural,54,,
10/8/2019,Yes,Natural,66,,
11/8/2019,Yes,Natural,81,,
12/8/2019,Yes,Natural,79,,
13/8/2019,Yes,Natural,77,,
14/8/2019,Yes,Natural,75,,
15/8/2019,Yes,Natural,73,,
16/8/2019,Yes,Natural,71,,
17/8/2019,Yes,Natural,75,,
18/8/2019,Yes,Natural,73,,
19/8/2019,Yes,Natural,89,,
20/8/2019,Yes,Natural,92,,
21/8/2019,Yes,Natural,88,,
22/8/2019,Yes,Natural,84,,
23/8/2019,Yes,Natural,84,,
24/8/2019,Yes,Natural,84,,
25/8/2019,Yes,Natural,86,,
26/8/2019,Yes,Natural,86,,
27/8/2019,Yes,Natural,86,,
28/8/2019,Yes,Natural,85,,
29/8/2019,Yes,Natural,89,,
30/8/2019,Yes,Natural,83,,
31/8/2019,Yes,Natural,83,,
1/9/2019,Yes,Natural,81,,
2/9/2019,Yes,Natural,85,,
3/9/2019,Yes,Natural,82,,
4/9/2019,Yes,Natural,76,,
5/9/2019,Yes,Natural,72,,
6/9/2019,Yes,Natural,67,,
7/9/2019,Yes,Natural,79,,
8/9/2019,Yes,Natural,87,,
9/9/2019,Yes,Natural,101,,
10/9/2019,Yes,Natural,94,,
11/9/2019,Yes,Natural,89,,
12/9/2019,Yes,Natural,81,,
13/9/2019,Yes,Natural,77,,
14/9/2019,Yes,Natural,74,,
15/9/2019,Yes,Natural,73,,
16/9/2019,Yes,Natural,66,,
17/9/2019,Yes,Natural,62,,
18/9/2019,Yes,Natural,61,,
19/9/2019,Yes,Natural,53,,
20/9/2019,Yes,Natural,41,,
21/9/2019,Yes,Natural,18,,
22/9/2019,Yes,Natural,13,,
23/9/2019,Yes,Natural,24,,
24/9/2019,Yes,Natural,24,,
25/9/2019,Yes,Natural,18,,
26/9/2019,Yes,Natural,15,,
27/9/2019,Yes,Natural,12,,
28/9/2019,Yes,Natural,11,,
29/9/2019,Yes,Natural,10,,
30/9/2019,Yes,Natural,9,,
1/10/2019,Yes,Natural,8,,
2/10/2019,Yes,Natural,7,,
3/10/2019,Yes,Natural,0,,
4/10/2019,Yes,Natural,0,,
5/10/2019,Yes,Natural,0,,
6/10/2019,Yes,Natural,0,,
7/10/2019,Yes,Natural,0,,
8/10/2019,Yes,Natural,0,,
5/6/2019,Yes,Snow-making Average,37,,
6/6/2019,Yes,Snow-making Average,37,,
7/6/2019,Yes,Snow-making Average,37,,
8/6/2019,Yes,Snow-making Average,36,,
9/6/2019,Yes,Snow-making Average,35,,
10/6/2019,Yes,Snow-making Average,25,,
11/6/2019,Yes,Snow-making Average,22,,
12/6/2019,Yes,Snow-making Average,18,,
13/6/2019,Yes,Snow-making Average,14,,
14/6/2019,Yes,Snow-making Average,13,,
15/6/2019,Yes,Snow-making Average,13,,
16/6/2019,Yes,Snow-making Average,13,,
17/6/2019,Yes,Snow-making Average,13,,
18/6/2019,Yes,Snow-making Average,13,,
19/6/2019,Yes,Snow-making Average,25,,
20/6/2019,Yes,Snow-making Average,29,,
21/6/2019,Yes,Snow-making Average,34,,
22/6/2019,Yes,Snow-making Average,38,,
23/6/2019,Yes,Snow-making Average,42,,
24/6/2019,Yes,Snow-making Average,45,,
25/6/2019,Yes,Snow-making Average,45,,
26/6/2019,Yes,Snow-making Average,46,,
27/6/2019,Yes,Snow-making Average,46,,
28/6/2019,Yes,Snow-making Average,45,,
29/6/2019,Yes,Snow-making Average,42,,
30/6/2019,Yes,Snow-making Average,30,,
1/7/2019,Yes,Snow-making Average,32,,
2/7/2019,Yes,Snow-making Average,38,,
3/7/2019,Yes,Snow-making Average,38,,
4/7/2019,Yes,Snow-making Average,38,,
5/7/2019,Yes,Snow-making Average,38,,
6/7/2019,Yes,Snow-making Average,38,,
7/7/2019,Yes,Snow-making Average,33,,
8/7/2019,Yes,Snow-making Average,28,,
9/7/2019,Yes,Snow-making Average,28,,
10/7/2019,Yes,Snow-making Average,28,,
11/7/2019,Yes,Snow-making Average,34,,
12/7/2019,Yes,Snow-making Average,38,,
13/7/2019,Yes,Snow-making Average,44,,
14/7/2019,Yes,Snow-making Average,54,,
15/7/2019,Yes,Snow-making Average,65,,
16/7/2019,Yes,Snow-making Average,59,,
17/7/2019,Yes,Snow-making Average,59,,
18/7/2019,Yes,Snow-making Average,60,,
19/7/2019,Yes,Snow-making Average,62,,
20/7/2019,Yes,Snow-making Average,63,,
21/7/2019,Yes,Snow-making Average,60,,
22/7/2019,Yes,Snow-making Average,58,,
23/7/2019,Yes,Snow-making Average,58,,
24/7/2019,Yes,Snow-making Average,62,,
25/7/2019,Yes,Snow-making Average,62,,
26/7/2019,Yes,Snow-making Average,61,,
27/7/2019,Yes,Snow-making Average,60,,
28/7/2019,Yes,Snow-making Average,58,,
29/7/2019,Yes,Snow-making Average,57,,
30/7/2019,Yes,Snow-making Average,58,,
31/7/2019,Yes,Snow-making Average,59,,
1/8/2019,Yes,Snow-making Average,60,,
2/8/2019,Yes,Snow-making Average,60,,
3/8/2019,Yes,Snow-making Average,60,,
4/8/2019,Yes,Snow-making Average,60,,
5/8/2019,Yes,Snow-making Average,58,,
6/8/2019,Yes,Snow-making Average,60,,
7/8/2019,Yes,Snow-making Average,60,,
8/8/2019,Yes,Snow-making Average,63,,
9/8/2019,Yes,Snow-making Average,71,,
10/8/2019,Yes,Snow-making Average,82,,
11/8/2019,Yes,Snow-making Average,95,,
12/8/2019,Yes,Snow-making Average,98,,
13/8/2019,Yes,Snow-making Average,99,,
14/8/2019,Yes,Snow-making Average,97,,
15/8/2019,Yes,Snow-making Average,97,,
16/8/2019,Yes,Snow-making Average,96,,
17/8/2019,Yes,Snow-making Average,98,,
18/8/2019,Yes,Snow-making Average,95,,
19/8/2019,Yes,Snow-making Average,115,,
20/8/2019,Yes,Snow-making Average,121,,
21/8/2019,Yes,Snow-making Average,119,,
22/8/2019,Yes,Snow-making Average,118,,
23/8/2019,Yes,Snow-making Average,119,,
24/8/2019,Yes,Snow-making Average,119,,
25/8/2019,Yes,Snow-making Average,120,,
26/8/2019,Yes,Snow-making Average,120,,
27/8/2019,Yes,Snow-making Average,120,,
28/8/2019,Yes,Snow-making Average,119,,
29/8/2019,Yes,Snow-making Average,123,,
30/8/2019,Yes,Snow-making Average,121,,
31/8/2019,Yes,Snow-making Average,124,,
1/9/2019,Yes,Snow-making Average,124,,
2/9/2019,Yes,Snow-making Average,129,,
3/9/2019,Yes,Snow-making Average,125,,
4/9/2019,Yes,Snow-making Average,122,,
5/9/2019,Yes,Snow-making Average,120,,
6/9/2019,Yes,Snow-making Average,118,,
7/9/2019,Yes,Snow-making Average,128,,
8/9/2019,Yes,Snow-making Average,134,,
9/9/2019,Yes,Snow-making Average,154,,
10/9/2019,Yes,Snow-making Average,156,,
11/9/2019,Yes,Snow-making Average,151,,
12/9/2019,Yes,Snow-making Average,147,,
13/9/2019,Yes,Snow-making Average,145,,
14/9/2019,Yes,Snow-making Average,143,,
15/9/2019,Yes,Snow-making Average,141,,
16/9/2019,Yes,Snow-making Average,132,,
17/9/2019,Yes,Snow-making Average,128,,
18/9/2019,Yes,Snow-making Average,125,,
19/9/2019,Yes,Snow-making Average,121,,
20/9/2019,Yes,Snow-making Average,115,,
21/9/2019,Yes,Snow-making Average,103,,
22/9/2019,Yes,Snow-making Average,97,,
23/9/2019,Yes,Snow-making Average,103,,
24/9/2019,Yes,Snow-making Average,103,,
25/9/2019,Yes,Snow-making Average,101,,
26/9/2019,Yes,Snow-making Average,99,,
27/9/2019,Yes,Snow-making Average,96,,
28/9/2019,Yes,Snow-making Average,92,,
29/9/2019,Yes,Snow-making Average,87,,
30/9/2019,Yes,Snow-making Average,82,,
1/10/2019,Yes,Snow-making Average,75,,
2/10/2019,Yes,Snow-making Average,70,,
3/10/2019,Yes,Snow-making Average,65,,
4/10/2019,Yes,Snow-making Average,60,,
5/10/2019,Yes,Snow-making Average,50,,
6/10/2019,Yes,Snow-making Average,30,,
7/10/2019,Yes,Snow-making Average,0,,
8/10/2019,Yes,Snow-making Average,0,,
5/6/2020,Yes,Natural,11,,
6/6/2020,Yes,Natural,11,,
7/6/2020,Yes,Natural,10,,
8/6/2020,Yes,Natural,8,,
9/6/2020,Yes,Natural,6,,
10/6/2020,Yes,Natural,3,,
11/6/2020,Yes,Natural,0,,
12/6/2020,Yes,Natural,0,,
13/6/2020,Yes,Natural,0,,
14/6/2020,Yes,Natural,0,,
15/6/2020,Yes,Natural,0,,
16/6/2020,Yes,Natural,0,,
17/6/2020,Yes,Natural,0,,
18/6/2020,Yes,Natural,0,,
19/6/2020,Yes,Natural,0,,
20/6/2020,Yes,Natural,0,,
21/6/2020,Yes,Natural,2,,
22/6/2020,Yes,Natural,4,,
23/6/2020,Yes,Natural,8,,
24/6/2020,Yes,Natural,8,,
25/6/2020,Yes,Natural,0,,
26/6/2020,Yes,Natural,0,,
27/6/2020,Yes,Natural,0,,
28/6/2020,Yes,Natural,0,,
29/6/2020,Yes,Natural,0,,
30/6/2020,Yes,Natural,0,,
1/7/2020,Yes,Natural,0,,
2/7/2020,Yes,Natural,0,,
3/7/2020,Yes,Natural,4,,
4/7/2020,Yes,Natural,19,,
5/7/2020,Yes,Natural,16,,
6/7/2020,Yes,Natural,16,,
7/7/2020,Yes,Natural,16,,
8/7/2020,Yes,Natural,15,,
9/7/2020,Yes,Natural,14,,
10/7/2020,Yes,Natural,13,,
11/7/2020,Yes,Natural,11,,
12/7/2020,Yes,Natural,17,,
13/7/2020,Yes,Natural,19,,
14/7/2020,Yes,Natural,14,,
15/7/2020,Yes,Natural,14,,
16/7/2020,Yes,Natural,13,,
17/7/2020,Yes,Natural,13,,
18/7/2020,Yes,Natural,12,,
19/7/2020,Yes,Natural,11,,
20/7/2020,Yes,Natural,15,,
21/7/2020,Yes,Natural,17,,
22/7/2020,Yes,Natural,17,,
23/7/2020,Yes,Natural,16,,
24/7/2020,Yes,Natural,13,,
25/7/2020,Yes,Natural,12,,
26/7/2020,Yes,Natural,11,,
27/7/2020,Yes,Natural,7,,
28/7/2020,Yes,Natural,5,,
29/7/2020,Yes,Natural,3,,
30/7/2020,Yes,Natural,2,,
31/7/2020,Yes,Natural,2,,
1/8/2020,Yes,Natural,0,,
2/8/2020,Yes,Natural,0,,
3/8/2020,Yes,Natural,0,,
4/8/2020,Yes,Natural,1,,
5/8/2020,Yes,Natural,12,,
6/8/2020,Yes,Natural,13,,
7/8/2020,Yes,Natural,12,,
8/8/2020,Yes,Natural,21,,
9/8/2020,Yes,Natural,16,,
10/8/2020,Yes,Natural,16,,
11/8/2020,Yes,Natural,14,,
12/8/2020,Yes,Natural,11,,
13/8/2020,Yes,Natural,10,,
14/8/2020,Yes,Natural,5,,
15/8/2020,Yes,Natural,3,,
16/8/2020,Yes,Natural,2,,
17/8/2020,Yes,Natural,0,,
18/8/2020,Yes,Natural,0,,
19/8/2020,Yes,Natural,12,,
20/8/2020,Yes,Natural,23,,
21/8/2020,Yes,Natural,32,,
22/8/2020,Yes,Natural,42,,
23/8/2020,Yes,Natural,56,,
24/8/2020,Yes,Natural,62,,
25/8/2020,Yes,Natural,62,,
26/8/2020,Yes,Natural,59,,
27/8/2020,Yes,Natural,54,,
28/8/2020,Yes,Natural,53,,
29/8/2020,Yes,Natural,51,,
30/8/2020,Yes,Natural,49,,
31/8/2020,Yes,Natural,44,,
1/9/2020,Yes,Natural,39,,
2/9/2020,Yes,Natural,34,,
3/9/2020,Yes,Natural,30,,
4/9/2020,Yes,Natural,24,,
5/9/2020,Yes,Natural,24,,
6/9/2020,Yes,Natural,22,,
7/9/2020,Yes,Natural,17,,
8/9/2020,Yes,Natural,8,,
9/9/2020,Yes,Natural,6,,
10/9/2020,Yes,Natural,3,,
11/9/2020,Yes,Natural,2,,
12/9/2020,Yes,Natural,1,,
13/9/2020,Yes,Natural,0,,
14/9/2020,Yes,Natural,0,,
15/9/2020,Yes,Natural,0,,
16/9/2020,Yes,Natural,0,,
17/9/2020,Yes,Natural,0,,
18/9/2020,Yes,Natural,0,,
19/9/2020,Yes,Natural,0,,
20/9/2020,Yes,Natural,0,,
21/9/2020,Yes,Natural,0,,
22/9/2020,Yes,Natural,0,,
23/9/2020,Yes,Natural,1,,
24/9/2020,Yes,Natural,2,,
25/9/2020,Yes,Natural,12,,
26/9/2020,Yes,Natural,34,,
27/9/2020,Yes,Natural,39,,
28/9/2020,Yes,Natural,34,,
29/9/2020,Yes,Natural,31,,
30/9/2020,Yes,Natural,24,,
1/10/2020,Yes,Natural,11,,
2/10/2020,Yes,Natural,2,,
3/10/2020,Yes,Natural,0,,
4/10/2020,Yes,Natural,0,,
5/10/2020,Yes,Natural,0,,
6/10/2020,Yes,Natural,0,,
7/10/2020,Yes,Natural,0,,
8/10/2020,Yes,Natural,0,,
5/6/2020,No,,,,
6/6/2020,No,,,,
7/6/2020,No,,,,
8/6/2020,No,,,,
9/6/2020,No,,,,
10/6/2020,No,,,,
11/6/2020,No,,,,
12/6/2020,No,,,,
13/6/2020,No,,,,
14/6/2020,No,,,,
15/6/2020,No,,,,
16/6/2020,No,,,,
17/6/2020,No,,,,
18/6/2020,No,,,,
19/6/2020,No,,,,
20/6/2020,Yes,Snow-making Average,0,,
21/6/2020,Yes,Snow-making Average,4,,
22/6/2020,Yes,Snow-making Average,6,,
23/6/2020,Yes,Snow-making Average,6,,
24/6/2020,Yes,Snow-making Average,6,,
25/6/2020,Yes,Snow-making Average,6,,
26/6/2020,Yes,Snow-making Average,7,,
27/6/2020,Yes,Snow-making Average,9,,
28/6/2020,Yes,Snow-making Average,10,,
29/6/2020,Yes,Snow-making Average,12,,
30/6/2020,Yes,Snow-making Average,12,,
1/7/2020,Yes,Snow-making Average,10,,
2/7/2020,Yes,Snow-making Average,10,,
3/7/2020,Yes,Snow-making Average,11,,
4/7/2020,Yes,Snow-making Average,22,,
5/7/2020,Yes,Snow-making Average,21,,
6/7/2020,Yes,Snow-making Average,24,,
7/7/2020,Yes,Snow-making Average,22,,
8/7/2020,Yes,Snow-making Average,20,,
9/7/2020,Yes,Snow-making Average,18,,
10/7/2020,Yes,Snow-making Average,16,,
11/7/2020,Yes,Snow-making Average,15,,
12/7/2020,Yes,Snow-making Average,20,,
13/7/2020,Yes,Snow-making Average,20,,
14/7/2020,Yes,Snow-making Average,18,,
15/7/2020,Yes,Snow-making Average,21,,
16/7/2020,Yes,Snow-making Average,22,,
17/7/2020,Yes,Snow-making Average,23,,
18/7/2020,Yes,Snow-making Average,23,,
19/7/2020,Yes,Snow-making Average,22,,
20/7/2020,Yes,Snow-making Average,26,,
21/7/2020,Yes,Snow-making Average,28,,
22/7/2020,Yes,Snow-making Average,28,,
23/7/2020,Yes,Snow-making Average,29,,
24/7/2020,Yes,Snow-making Average,30,,
25/7/2020,Yes,Snow-making Average,31,,
26/7/2020,Yes,Snow-making Average,31,,
27/7/2020,Yes,Snow-making Average,26,,
28/7/2020,Yes,Snow-making Average,20,,
29/7/2020,Yes,Snow-making Average,18,,
30/7/2020,Yes,Snow-making Average,17,,
31/7/2020,Yes,Snow-making Average,19,,
1/8/2020,Yes,Snow-making Average,20,,
2/8/2020,Yes,Snow-making Average,20,,
3/8/2020,Yes,Snow-making Average,19,,
4/8/2020,Yes,Snow-making Average,20,,
5/8/2020,Yes,Snow-making Average,32,,
6/8/2020,Yes,Snow-making Average,32,,
7/8/2020,Yes,Snow-making Average,31,,
8/8/2020,Yes,Snow-making Average,40,,
9/8/2020,Yes,Snow-making Average,35,,
10/8/2020,Yes,Snow-making Average,35,,
11/8/2020,Yes,Snow-making Average,33,,
12/8/2020,Yes,Snow-making Average,31,,
13/8/2020,Yes,Snow-making Average,30,,
14/8/2020,Yes,Snow-making Average,25,,
15/8/2020,Yes,Snow-making Average,22,,
16/8/2020,Yes,Snow-making Average,20,,
17/8/2020,Yes,Snow-making Average,18,,
18/8/2020,Yes,Snow-making Average,16,,
19/8/2020,Yes,Snow-making Average,28,,
20/8/2020,Yes,Snow-making Average,39,,
21/8/2020,Yes,Snow-making Average,49,,
22/8/2020,Yes,Snow-making Average,59,,
23/8/2020,Yes,Snow-making Average,75,,
24/8/2020,Yes,Snow-making Average,82,,
25/8/2020,Yes,Snow-making Average,84,,
26/8/2020,Yes,Snow-making Average,76,,
27/8/2020,Yes,Snow-making Average,71,,
28/8/2020,Yes,Snow-making Average,71,,
29/8/2020,Yes,Snow-making Average,69,,
30/8/2020,Yes,Snow-making Average,67,,
31/8/2020,Yes,Snow-making Average,65,,
1/9/2020,Yes,Snow-making Average,61,,
2/9/2020,Yes,Snow-making Average,55,,
3/9/2020,Yes,Snow-making Average,52,,
4/9/2020,Yes,Snow-making Average,49,,
5/9/2020,Yes,Snow-making Average,49,,
6/9/2020,Yes,Snow-making Average,47,,
7/9/2020,Yes,Snow-making Average,44,,
8/9/2020,Yes,Snow-making Average,35,,
9/9/2020,Yes,Snow-making Average,32,,
10/9/2020,Yes,Snow-making Average,28,,
11/9/2020,Yes,Snow-making Average,25,,
12/9/2020,Yes,Snow-making Average,22,,
13/9/2020,Yes,Snow-making Average,20,,
14/9/2020,Yes,Snow-making Average,18,,
15/9/2020,Yes,Snow-making Average,15,,
16/9/2020,Yes,Snow-making Average,12,,
17/9/2020,Yes,Snow-making Average,8,,
18/9/2020,Yes,Snow-making Average,5,,
19/9/2020,Yes,Snow-making Average,0,,
20/9/2020,Yes,Snow-making Average,0,,
21/9/2020,Yes,Snow-making Average,0,,
22/9/2020,Yes,Snow-making Average,0,,
23/9/2020,Yes,Snow-making Average,0,,
24/9/2020,Yes,Snow-making Average,2,,
25/9/2020,Yes,Snow-making Average,12,,
26/9/2020,Yes,Snow-making Average,34,,
27/9/2020,Yes,Snow-making Average,39,,
28/9/2020,Yes,Snow-making Average,34,,
29/9/2020,Yes,Snow-making Average,32,,
30/9/2020,Yes,Snow-making Average,24,,
1/10/2020,Yes,Snow-making Average,11,,
2/10/2020,Yes,Snow-making Average,0,,
3/10/2020,Yes,Snow-making Average,0,,
4/10/2020,Yes,Snow-making Average,0,,
5/10/2020,No,,,,
6/10/2020,No,,,,
7/10/2020,No,,,,
8/10/2020,No,,,,
5/6/2021,Yes,Natural,0,,
6/6/2021,Yes,Natural,0,,
7/6/2021,Yes,Natural,0,,
8/6/2021,Yes,Natural,0,,
9/6/2021,Yes,Natural,0,,
10/6/2021,Yes,Natural,0,,
11/6/2021,Yes,Natural,0,,
12/6/2021,Yes,Natural,5,,
13/6/2021,Yes,Natural,0,,
14/6/2021,Yes,Natural,0,,
15/6/2021,Yes,Natural,0,,
16/6/2021,Yes,Natural,0,,
17/6/2021,Yes,Natural,2,,
18/6/2021,Yes,Natural,2,,
19/6/2021,Yes,Natural,0,,
20/6/2021,Yes,Natural,0,,
21/6/2021,Yes,Natural,0,,
22/6/2021,Yes,Natural,0,,
23/6/2021,Yes,Natural,0,,
24/6/2021,Yes,Natural,0,,
25/6/2021,Yes,Natural,0,,
26/6/2021,Yes,Natural,3,,
27/6/2021,Yes,Natural,3,,
28/6/2021,Yes,Natural,0,,
29/6/2021,Yes,Natural,0,,
30/6/2021,Yes,Natural,0,,
1/7/2021,Yes,Natural,0,,
2/7/2021,Yes,Natural,0,,
3/7/2021,Yes,Natural,2,,
4/7/2021,Yes,Natural,14,,
5/7/2021,Yes,Natural,22,,
6/7/2021,Yes,Natural,22,,
7/7/2021,Yes,Natural,22,,
8/7/2021,Yes,Natural,20,,
9/7/2021,Yes,Natural,19,,
10/7/2021,Yes,Natural,18,,
11/7/2021,Yes,Natural,17,,
12/7/2021,Yes,Natural,16,,
13/7/2021,Yes,Natural,12,,
14/7/2021,Yes,Natural,11,,
15/7/2021,Yes,Natural,10,,
16/7/2021,Yes,Natural,14,,
17/7/2021,Yes,Natural,31,,
18/7/2021,Yes,Natural,43,,
19/7/2021,Yes,Natural,44,,
20/7/2021,Yes,Natural,59,,
21/7/2021,Yes,Natural,71,,
22/7/2021,Yes,Natural,69,,
23/7/2021,Yes,Natural,71,,
24/7/2021,Yes,Natural,71,,
25/7/2021,Yes,Natural,86,,
26/7/2021,Yes,Natural,94,,
27/7/2021,Yes,Natural,86,,
28/7/2021,Yes,Natural,83,,
29/7/2021,Yes,Natural,81,,
30/7/2021,Yes,Natural,81,,
31/7/2021,Yes,Natural,80,,
1/8/2021,Yes,Natural,81,,
2/8/2021,Yes,Natural,81,,
3/8/2021,Yes,Natural,84,,
4/8/2021,Yes,Natural,89,,
5/8/2021,Yes,Natural,88,,
6/8/2021,Yes,Natural,86,,
7/8/2021,Yes,Natural,85,,
8/8/2021,Yes,Natural,85,,
9/8/2021,Yes,Natural,83,,
10/8/2021,Yes,Natural,81,,
11/8/2021,Yes,Natural,81,,
12/8/2021,Yes,Natural,80,,
13/8/2021,Yes,Natural,78,,
14/8/2021,Yes,Natural,77,,
15/8/2021,Yes,Natural,76,,
16/8/2021,Yes,Natural,76,,
17/8/2021,Yes,Natural,76,,
18/8/2021,Yes,Natural,76,,
19/8/2021,Yes,Natural,74,,
20/8/2021,Yes,Natural,74,,
21/8/2021,Yes,Natural,73,,
22/8/2021,Yes,Natural,71,,
23/8/2021,Yes,Natural,62,,
24/8/2021,Yes,Natural,71,,
25/8/2021,Yes,Natural,71,,
26/8/2021,Yes,Natural,74,,
27/8/2021,Yes,Natural,73,,
28/8/2021,Yes,Natural,72,,
29/8/2021,Yes,Natural,70,,
30/8/2021,Yes,Natural,74,,
31/8/2021,Yes,Natural,70,,
1/9/2021,Yes,Natural,65,,
2/9/2021,Yes,Natural,55,,
3/9/2021,Yes,Natural,36,,
4/9/2021,Yes,Natural,23,,
5/9/2021,Yes,Natural,31,,
6/9/2021,Yes,Natural,31,,
7/9/2021,Yes,Natural,27,,
8/9/2021,Yes,Natural,25,,
9/9/2021,Yes,Natural,21,,
10/9/2021,Yes,Natural,18,,
11/9/2021,Yes,Natural,15,,
12/9/2021,Yes,Natural,9,,
13/9/2021,Yes,Natural,9,,
14/9/2021,Yes,Natural,9,,
15/9/2021,Yes,Natural,8,,
16/9/2021,Yes,Natural,8,,
17/9/2021,Yes,Natural,7,,
18/9/2021,Yes,Natural,6,,
19/9/2021,Yes,Natural,5,,
20/9/2021,Yes,Natural,8,,
21/9/2021,Yes,Natural,14,,
22/9/2021,Yes,Natural,12,,
23/9/2021,Yes,Natural,9,,
24/9/2021,Yes,Natural,7,,
25/9/2021,Yes,Natural,9,,
26/9/2021,Yes,Natural,7,,
27/9/2021,Yes,Natural,6,,
28/9/2021,Yes,Natural,6,,
29/9/2021,Yes,Natural,5,,
30/9/2021,Yes,Natural,3,,
1/10/2021,Yes,Natural,0,,
2/10/2021,Yes,Natural,0,,
3/10/2021,Yes,Natural,0,,
4/10/2021,Yes,Natural,0,,
5/10/2021,Yes,Natural,0,,
6/10/2021,Yes,Natural,0,,
7/10/2021,Yes,Natural,0,,
8/10/2021,Yes,Natural,0,,
5/6/2021,No,,,,
6/6/2021,No,,,,
7/6/2021,No,,,,
8/6/2021,No,,,,
9/6/2021,No,,,,
10/6/2021,No,,,,
11/6/2021,No,,,,
12/6/2021,Yes,Snow-making Average,51,,
13/6/2021,Yes,Snow-making Average,48,,
14/6/2021,Yes,Snow-making Average,47,,
15/6/2021,Yes,Snow-making Average,31,,
16/6/2021,Yes,Snow-making Average,29,,
17/6/2021,Yes,Snow-making Average,30,,
